Survival Obtainable,Name,Id,Stackability,Storage,Numerical Id,Stack Size,Survival Obtainable
YES,Lime Terracotta,lime_terracotta,64 Stackable,-,384,64,TRUE
YES,Pink Terracotta,pink_terracotta,64 Stackable,-,385,64,TRUE
YES,Gray Terracotta,gray_terracotta,64 Stackable,-,386,64,TRUE
YES,Light Gray Terracotta,light_gray_terracotta,64 Stackable,-,387,64,TRUE
YES,Cyan Terracotta,cyan_terracotta,64 Stackable,-,388,64,TRUE
YES,Purple Terracotta,purple_terracotta,64 Stackable,-,389,64,TRUE
YES,Blue Terracotta,blue_terracotta,64 Stackable,-,390,64,TRUE
YES,Brown Terracotta,brown_terracotta,64 Stackable,-,391,64,TRUE
YES,Green Terracotta,green_terracotta,64 Stackable,-,392,64,TRUE
YES,Red Terracotta,red_terracotta,64 Stackable,-,393,64,TRUE
YES,Black Terracotta,black_terracotta,64 Stackable,-,394,64,TRUE
YES,Hay Bale,hay_block,64 Stackable,-,397,64,TRUE
YES,White Carpet,white_carpet,64 Stackable,-,398,64,TRUE
YES,Orange Carpet,orange_carpet,64 Stackable,-,399,64,TRUE
YES,Magenta Carpet,magenta_carpet,64 Stackable,-,400,64,TRUE
YES,Light Blue Carpet,light_blue_carpet,64 Stackable,-,401,64,TRUE
YES,Yellow Carpet,yellow_carpet,64 Stackable,-,402,64,TRUE
YES,Lime Carpet,lime_carpet,64 Stackable,-,403,64,TRUE
YES,Pink Carpet,pink_carpet,64 Stackable,-,404,64,TRUE
YES,Gray Carpet,gray_carpet,64 Stackable,-,405,64,TRUE
YES,Light Gray Carpet,light_gray_carpet,64 Stackable,-,406,64,TRUE
YES,Cyan Carpet,cyan_carpet,64 Stackable,-,407,64,TRUE
YES,Purple Carpet,purple_carpet,64 Stackable,-,408,64,TRUE
YES,Blue Carpet,blue_carpet,64 Stackable,-,409,64,TRUE
YES,Brown Carpet,brown_carpet,64 Stackable,-,410,64,TRUE
YES,Green Carpet,green_carpet,64 Stackable,-,411,64,TRUE
YES,Red Carpet,red_carpet,64 Stackable,-,412,64,TRUE
YES,Black Carpet,black_carpet,64 Stackable,-,413,64,TRUE
YES,Terracotta,terracotta,64 Stackable,-,414,64,TRUE
YES,Packed Ice,packed_ice,64 Stackable,-,415,64,TRUE
YES,Sunflower,sunflower,64 Stackable,-,417,64,TRUE
YES,Lilac,lilac,64 Stackable,-,418,64,TRUE
YES,Rose Bush,rose_bush,64 Stackable,-,419,64,TRUE
YES,Peony,peony,64 Stackable,-,420,64,TRUE
YES,Tall Grass,tall_grass,64 Stackable,-,421,64,TRUE
YES,Large Fern,large_fern,64 Stackable,-,422,64,TRUE
YES,White Stained Glass,white_stained_glass,64 Stackable,-,423,64,TRUE
YES,Orange Stained Glass,orange_stained_glass,64 Stackable,-,424,64,TRUE
YES,Magenta Stained Glass,magenta_stained_glass,64 Stackable,-,425,64,TRUE
YES,Light Blue Stained Glass,light_blue_stained_glass,64 Stackable,-,426,64,TRUE
YES,Yellow Stained Glass,yellow_stained_glass,64 Stackable,-,427,64,TRUE
YES,Lime Stained Glass,lime_stained_glass,64 Stackable,-,428,64,TRUE
YES,Pink Stained Glass,pink_stained_glass,64 Stackable,-,429,64,TRUE
YES,Gray Stained Glass,gray_stained_glass,64 Stackable,-,430,64,TRUE
YES,Light Gray Stained Glass,light_gray_stained_glass,64 Stackable,-,431,64,TRUE
YES,Cyan Stained Glass,cyan_stained_glass,64 Stackable,-,432,64,TRUE
YES,Purple Stained Glass,purple_stained_glass,64 Stackable,-,433,64,TRUE
YES,Blue Stained Glass,blue_stained_glass,64 Stackable,-,434,64,TRUE
YES,Brown Stained Glass,brown_stained_glass,64 Stackable,-,435,64,TRUE
YES,Green Stained Glass,green_stained_glass,64 Stackable,-,436,64,TRUE
YES,Red Stained Glass,red_stained_glass,64 Stackable,-,437,64,TRUE
YES,Black Stained Glass,black_stained_glass,64 Stackable,-,438,64,TRUE
YES,White Stained Glass Pane,white_stained_glass_pane,64 Stackable,-,439,64,TRUE
YES,Orange Stained Glass Pane,orange_stained_glass_pane,64 Stackable,-,440,64,TRUE
YES,Magenta Stained Glass Pane,magenta_stained_glass_pane,64 Stackable,-,441,64,TRUE
YES,Light Blue Stained Glass Pane,light_blue_stained_glass_pane,64 Stackable,-,442,64,TRUE
YES,Yellow Stained Glass Pane,yellow_stained_glass_pane,64 Stackable,-,443,64,TRUE
YES,Lime Stained Glass Pane,lime_stained_glass_pane,64 Stackable,-,444,64,TRUE
YES,Pink Stained Glass Pane,pink_stained_glass_pane,64 Stackable,-,445,64,TRUE
YES,Gray Stained Glass Pane,gray_stained_glass_pane,64 Stackable,-,446,64,TRUE
YES,Light Gray Stained Glass Pane,light_gray_stained_glass_pane,64 Stackable,-,447,64,TRUE
YES,Cyan Stained Glass Pane,cyan_stained_glass_pane,64 Stackable,-,448,64,TRUE
YES,Purple Stained Glass Pane,purple_stained_glass_pane,64 Stackable,-,449,64,TRUE
YES,Blue Stained Glass Pane,blue_stained_glass_pane,64 Stackable,-,450,64,TRUE
YES,Brown Stained Glass Pane,brown_stained_glass_pane,64 Stackable,-,451,64,TRUE
YES,Green Stained Glass Pane,green_stained_glass_pane,64 Stackable,-,452,64,TRUE
YES,Red Stained Glass Pane,red_stained_glass_pane,64 Stackable,-,453,64,TRUE
YES,Black Stained Glass Pane,black_stained_glass_pane,64 Stackable,-,454,64,TRUE
YES,Prismarine,prismarine,64 Stackable,-,455,64,TRUE
YES,Prismarine Bricks,prismarine_bricks,64 Stackable,-,456,64,TRUE
YES,Dark Prismarine,dark_prismarine,64 Stackable,-,457,64,TRUE
YES,Prismarine Stairs,prismarine_stairs,64 Stackable,-,458,64,TRUE
YES,Prismarine Brick Stairs,prismarine_brick_stairs,64 Stackable,-,459,64,TRUE
YES,Dark Prismarine Stairs,dark_prismarine_stairs,64 Stackable,-,460,64,TRUE
YES,Sea Lantern,sea_lantern,64 Stackable,-,461,64,TRUE
YES,Red Sandstone,red_sandstone,64 Stackable,-,462,64,TRUE
YES,Chiseled Red Sandstone,chiseled_red_sandstone,64 Stackable,-,463,64,TRUE
YES,Cut Red Sandstone,cut_red_sandstone,64 Stackable,-,464,64,TRUE
YES,Red Sandstone Stairs,red_sandstone_stairs,64 Stackable,-,465,64,TRUE
YES,Magma Block,magma_block,64 Stackable,-,468,64,TRUE
YES,Nether Wart Block,nether_wart_block,64 Stackable,-,469,64,TRUE
YES,Warped Wart Block,warped_wart_block,64 Stackable,-,470,64,TRUE
YES,Red Nether Bricks,red_nether_bricks,64 Stackable,-,471,64,TRUE
YES,Bone Block,bone_block,64 Stackable,-,472,64,TRUE
YES,Shulker Box,shulker_box,Unstackable,,474,1,TRUE
YES,White Shulker Box,white_shulker_box,Unstackable,,475,1,TRUE
YES,Orange Shulker Box,orange_shulker_box,Unstackable,,476,1,TRUE
YES,Magenta Shulker Box,magenta_shulker_box,Unstackable,,477,1,TRUE
YES,Light Blue Shulker Box,light_blue_shulker_box,Unstackable,,478,1,TRUE
YES,Yellow Shulker Box,yellow_shulker_box,Unstackable,,479,1,TRUE
YES,Lime Shulker Box,lime_shulker_box,Unstackable,,480,1,TRUE
YES,Pink Shulker Box,pink_shulker_box,Unstackable,,481,1,TRUE
YES,Gray Shulker Box,gray_shulker_box,Unstackable,,482,1,TRUE
YES,Light Gray Shulker Box,light_gray_shulker_box,Unstackable,,483,1,TRUE
YES,Cyan Shulker Box,cyan_shulker_box,Unstackable,,484,1,TRUE
YES,Purple Shulker Box,purple_shulker_box,Unstackable,,485,1,TRUE
YES,Blue Shulker Box,blue_shulker_box,Unstackable,,486,1,TRUE
YES,Brown Shulker Box,brown_shulker_box,Unstackable,,487,1,TRUE
YES,Green Shulker Box,green_shulker_box,Unstackable,,488,1,TRUE
YES,Red Shulker Box,red_shulker_box,Unstackable,,489,1,TRUE
YES,Black Shulker Box,black_shulker_box,Unstackable,,490,1,TRUE
YES,White Glazed Terracotta,white_glazed_terracotta,64 Stackable,-,491,64,TRUE
YES,Orange Glazed Terracotta,orange_glazed_terracotta,64 Stackable,-,492,64,TRUE
YES,Magenta Glazed Terracotta,magenta_glazed_terracotta,64 Stackable,-,493,64,TRUE
YES,Light Blue Glazed Terracotta,light_blue_glazed_terracotta,64 Stackable,-,494,64,TRUE
YES,Yellow Glazed Terracotta,yellow_glazed_terracotta,64 Stackable,-,495,64,TRUE
YES,Lime Glazed Terracotta,lime_glazed_terracotta,64 Stackable,-,496,64,TRUE
YES,Pink Glazed Terracotta,pink_glazed_terracotta,64 Stackable,-,497,64,TRUE
YES,Gray Glazed Terracotta,gray_glazed_terracotta,64 Stackable,-,498,64,TRUE
YES,Light Gray Glazed Terracotta,light_gray_glazed_terracotta,64 Stackable,-,499,64,TRUE
YES,Cyan Glazed Terracotta,cyan_glazed_terracotta,64 Stackable,-,500,64,TRUE
YES,Purple Glazed Terracotta,purple_glazed_terracotta,64 Stackable,-,501,64,TRUE
YES,Blue Glazed Terracotta,blue_glazed_terracotta,64 Stackable,-,502,64,TRUE
YES,Brown Glazed Terracotta,brown_glazed_terracotta,64 Stackable,-,503,64,TRUE
YES,Green Glazed Terracotta,green_glazed_terracotta,64 Stackable,-,504,64,TRUE
YES,Red Glazed Terracotta,red_glazed_terracotta,64 Stackable,-,505,64,TRUE
YES,Black Glazed Terracotta,black_glazed_terracotta,64 Stackable,-,506,64,TRUE
YES,White Concrete,white_concrete,64 Stackable,-,507,64,TRUE
YES,Orange Concrete,orange_concrete,64 Stackable,-,508,64,TRUE
YES,Magenta Concrete,magenta_concrete,64 Stackable,-,509,64,TRUE
YES,Light Blue Concrete,light_blue_concrete,64 Stackable,-,510,64,TRUE
YES,Yellow Concrete,yellow_concrete,64 Stackable,-,511,64,TRUE
YES,Lime Concrete,lime_concrete,64 Stackable,-,512,64,TRUE
YES,Pink Concrete,pink_concrete,64 Stackable,-,513,64,TRUE
YES,Gray Concrete,gray_concrete,64 Stackable,-,514,64,TRUE
YES,Light Gray Concrete,light_gray_concrete,64 Stackable,-,515,64,TRUE
YES,Cyan Concrete,cyan_concrete,64 Stackable,-,516,64,TRUE
YES,Purple Concrete,purple_concrete,64 Stackable,-,517,64,TRUE
YES,Blue Concrete,blue_concrete,64 Stackable,-,518,64,TRUE
YES,Brown Concrete,brown_concrete,64 Stackable,-,519,64,TRUE
YES,Green Concrete,green_concrete,64 Stackable,-,520,64,TRUE
YES,Red Concrete,red_concrete,64 Stackable,-,521,64,TRUE
YES,Black Concrete,black_concrete,64 Stackable,-,522,64,TRUE
YES,White Concrete Powder,white_concrete_powder,64 Stackable,-,523,64,TRUE
YES,Orange Concrete Powder,orange_concrete_powder,64 Stackable,-,524,64,TRUE
YES,Magenta Concrete Powder,magenta_concrete_powder,64 Stackable,-,525,64,TRUE
YES,Light Blue Concrete Powder,light_blue_concrete_powder,64 Stackable,-,526,64,TRUE
YES,Yellow Concrete Powder,yellow_concrete_powder,64 Stackable,-,527,64,TRUE
YES,Lime Concrete Powder,lime_concrete_powder,64 Stackable,-,528,64,TRUE
YES,Pink Concrete Powder,pink_concrete_powder,64 Stackable,-,529,64,TRUE
YES,Gray Concrete Powder,gray_concrete_powder,64 Stackable,-,530,64,TRUE
YES,Light Gray Concrete Powder,light_gray_concrete_powder,64 Stackable,-,531,64,TRUE
YES,Cyan Concrete Powder,cyan_concrete_powder,64 Stackable,-,532,64,TRUE
YES,Purple Concrete Powder,purple_concrete_powder,64 Stackable,-,533,64,TRUE
YES,Blue Concrete Powder,blue_concrete_powder,64 Stackable,-,534,64,TRUE
YES,Brown Concrete Powder,brown_concrete_powder,64 Stackable,-,535,64,TRUE
YES,Green Concrete Powder,green_concrete_powder,64 Stackable,-,536,64,TRUE
YES,Red Concrete Powder,red_concrete_powder,64 Stackable,-,537,64,TRUE
YES,Black Concrete Powder,black_concrete_powder,64 Stackable,-,538,64,TRUE
YES,Turtle Egg,turtle_egg,64 Stackable,-,539,64,TRUE
YES,Dead Tube Coral Block,dead_tube_coral_block,64 Stackable,-,540,64,TRUE
YES,Dead Brain Coral Block,dead_brain_coral_block,64 Stackable,-,541,64,TRUE
YES,Dead Bubble Coral Block,dead_bubble_coral_block,64 Stackable,-,542,64,TRUE
YES,Dead Fire Coral Block,dead_fire_coral_block,64 Stackable,-,543,64,TRUE
YES,Dead Horn Coral Block,dead_horn_coral_block,64 Stackable,-,544,64,TRUE
YES,Tube Coral Block,tube_coral_block,64 Stackable,-,545,64,TRUE
YES,Brain Coral Block,brain_coral_block,64 Stackable,-,546,64,TRUE
YES,Bubble Coral Block,bubble_coral_block,64 Stackable,-,547,64,TRUE
YES,Fire Coral Block,fire_coral_block,64 Stackable,-,548,64,TRUE
YES,Horn Coral Block,horn_coral_block,64 Stackable,-,549,64,TRUE
YES,Tube Coral,tube_coral,64 Stackable,-,550,64,TRUE
YES,Brain Coral,brain_coral,64 Stackable,-,551,64,TRUE
YES,Bubble Coral,bubble_coral,64 Stackable,-,552,64,TRUE
YES,Fire Coral,fire_coral,64 Stackable,-,553,64,TRUE
YES,Horn Coral,horn_coral,64 Stackable,-,554,64,TRUE
YES,Dead Brain Coral,dead_brain_coral,64 Stackable,-,555,64,TRUE
YES,Dead Bubble Coral,dead_bubble_coral,64 Stackable,-,556,64,TRUE
YES,Dead Fire Coral,dead_fire_coral,64 Stackable,-,557,64,TRUE
YES,Dead Horn Coral,dead_horn_coral,64 Stackable,-,558,64,TRUE
YES,Dead Tube Coral,dead_tube_coral,64 Stackable,-,559,64,TRUE
YES,Tube Coral Fan,tube_coral_fan,64 Stackable,-,560,64,TRUE
YES,Brain Coral Fan,brain_coral_fan,64 Stackable,-,561,64,TRUE
YES,Bubble Coral Fan,bubble_coral_fan,64 Stackable,-,562,64,TRUE
YES,Fire Coral Fan,fire_coral_fan,64 Stackable,-,563,64,TRUE
YES,Horn Coral Fan,horn_coral_fan,64 Stackable,-,564,64,TRUE
YES,Dead Tube Coral Fan,dead_tube_coral_fan,64 Stackable,-,565,64,TRUE
YES,Dead Brain Coral Fan,dead_brain_coral_fan,64 Stackable,-,566,64,TRUE
YES,Dead Bubble Coral Fan,dead_bubble_coral_fan,64 Stackable,-,567,64,TRUE
YES,Dead Fire Coral Fan,dead_fire_coral_fan,64 Stackable,-,568,64,TRUE
YES,Dead Horn Coral Fan,dead_horn_coral_fan,64 Stackable,-,569,64,TRUE
YES,Blue Ice,blue_ice,64 Stackable,-,570,64,TRUE
YES,Conduit,conduit,64 Stackable,-,571,64,TRUE
YES,Polished Granite Stairs,polished_granite_stairs,64 Stackable,-,572,64,TRUE
YES,Smooth Red Sandstone Stairs,smooth_red_sandstone_stairs,64 Stackable,-,573,64,TRUE
YES,Mossy Stone Brick Stairs,mossy_stone_brick_stairs,64 Stackable,-,574,64,TRUE
YES,Polished Diorite Stairs,polished_diorite_stairs,64 Stackable,-,575,64,TRUE
YES,Mossy Cobblestone Stairs,mossy_cobblestone_stairs,64 Stackable,-,576,64,TRUE
YES,End Stone Brick Stairs,end_stone_brick_stairs,64 Stackable,-,577,64,TRUE
YES,Stone Stairs,stone_stairs,64 Stackable,-,578,64,TRUE
YES,Smooth Sandstone Stairs,smooth_sandstone_stairs,64 Stackable,-,579,64,TRUE
YES,Smooth Quartz Stairs,smooth_quartz_stairs,64 Stackable,-,580,64,TRUE
YES,Granite Stairs,granite_stairs,64 Stackable,-,581,64,TRUE
YES,Andesite Stairs,andesite_stairs,64 Stackable,-,582,64,TRUE
YES,Red Nether Brick Stairs,red_nether_brick_stairs,64 Stackable,-,583,64,TRUE
YES,Polished Andesite Stairs,polished_andesite_stairs,64 Stackable,-,584,64,TRUE
YES,Diorite Stairs,diorite_stairs,64 Stackable,-,585,64,TRUE
YES,Cobbled Deepslate Stairs,cobbled_deepslate_stairs,64 Stackable,-,586,64,TRUE
YES,Polished Deepslate Stairs,polished_deepslate_stairs,64 Stackable,-,587,64,TRUE
YES,Deepslate Brick Stairs,deepslate_brick_stairs,64 Stackable,-,588,64,TRUE
YES,Deepslate Tile Stairs,deepslate_tile_stairs,64 Stackable,-,589,64,TRUE
YES,Polished Granite Slab,polished_granite_slab,64 Stackable,-,590,64,TRUE
YES,Smooth Red Sandstone Slab,smooth_red_sandstone_slab,64 Stackable,-,591,64,TRUE
YES,Mossy Stone Brick Slab,mossy_stone_brick_slab,64 Stackable,-,592,64,TRUE
YES,Polished Diorite Slab,polished_diorite_slab,64 Stackable,-,593,64,TRUE
YES,Mossy Cobblestone Slab,mossy_cobblestone_slab,64 Stackable,-,594,64,TRUE
YES,End Stone Brick Slab,end_stone_brick_slab,64 Stackable,-,595,64,TRUE
YES,Smooth Sandstone Slab,smooth_sandstone_slab,64 Stackable,-,596,64,TRUE
YES,Smooth Quartz Slab,smooth_quartz_slab,64 Stackable,-,597,64,TRUE
YES,Granite Slab,granite_slab,64 Stackable,-,598,64,TRUE
YES,Andesite Slab,andesite_slab,64 Stackable,-,599,64,TRUE
YES,Red Nether Brick Slab,red_nether_brick_slab,64 Stackable,-,600,64,TRUE
YES,Polished Andesite Slab,polished_andesite_slab,64 Stackable,-,601,64,TRUE
YES,Diorite Slab,diorite_slab,64 Stackable,-,602,64,TRUE
YES,Cobbled Deepslate Slab,cobbled_deepslate_slab,64 Stackable,-,603,64,TRUE
YES,Polished Deepslate Slab,polished_deepslate_slab,64 Stackable,-,604,64,TRUE
YES,Deepslate Brick Slab,deepslate_brick_slab,64 Stackable,-,605,64,TRUE
YES,Deepslate Tile Slab,deepslate_tile_slab,64 Stackable,-,606,64,TRUE
YES,Scaffolding,scaffolding,64 Stackable,-,607,64,TRUE
YES,Redstone Dust,redstone,64 Stackable,-,608,64,TRUE
YES,Redstone Torch,redstone_torch,64 Stackable,-,609,64,TRUE
YES,Block of Redstone,redstone_block,64 Stackable,-,610,64,TRUE
YES,Redstone Repeater,repeater,64 Stackable,-,611,64,TRUE
YES,Redstone Comparator,comparator,64 Stackable,-,612,64,TRUE
YES,Piston,piston,64 Stackable,-,613,64,TRUE
YES,Sticky Piston,sticky_piston,64 Stackable,-,614,64,TRUE
YES,Slime Block,slime_block,64 Stackable,-,615,64,TRUE
YES,Honey Block,honey_block,64 Stackable,-,616,64,TRUE
YES,Observer,observer,64 Stackable,-,617,64,TRUE
YES,Hopper,hopper,64 Stackable,-,618,64,TRUE
YES,Dispenser,dispenser,64 Stackable,-,619,64,TRUE
YES,Dropper,dropper,64 Stackable,-,620,64,TRUE
YES,Lectern,lectern,64 Stackable,-,621,64,TRUE
YES,Target,target,64 Stackable,-,622,64,TRUE
YES,Lever,lever,64 Stackable,-,623,64,TRUE
YES,Lightning Rod,lightning_rod,64 Stackable,-,624,64,TRUE
YES,Daylight Detector,daylight_detector,64 Stackable,-,625,64,TRUE
YES,Sculk Sensor,sculk_sensor,64 Stackable,-,626,64,TRUE
YES,Tripwire Hook,tripwire_hook,64 Stackable,-,627,64,TRUE
YES,Trapped Chest,trapped_chest,64 Stackable,-,628,64,TRUE
YES,TNT,tnt,64 Stackable,-,629,64,TRUE
YES,Redstone Lamp,redstone_lamp,64 Stackable,-,630,64,TRUE
YES,Note Block,note_block,64 Stackable,-,631,64,TRUE
YES,Stone Button,stone_button,64 Stackable,-,632,64,TRUE
YES,Polished Blackstone Button,polished_blackstone_button,64 Stackable,-,633,64,TRUE
YES,Oak Button,oak_button,64 Stackable,-,634,64,TRUE
YES,Spruce Button,spruce_button,64 Stackable,-,635,64,TRUE
YES,Birch Button,birch_button,64 Stackable,-,636,64,TRUE
YES,Jungle Button,jungle_button,64 Stackable,-,637,64,TRUE
YES,Acacia Button,acacia_button,64 Stackable,-,638,64,TRUE
YES,Dark Oak Button,dark_oak_button,64 Stackable,-,639,64,TRUE
YES,Mangrove Button,mangrove_button,64 Stackable,-,640,64,TRUE
YES,Crimson Button,crimson_button,64 Stackable,-,641,64,TRUE
YES,Warped Button,warped_button,64 Stackable,-,642,64,TRUE
YES,Stone Pressure Plate,stone_pressure_plate,64 Stackable,-,643,64,TRUE
YES,Polished Blackstone Pressure Plate,polished_blackstone_pressure_plate,64 Stackable,-,644,64,TRUE
YES,Light Weighted Pressure Plate,light_weighted_pressure_plate,64 Stackable,-,645,64,TRUE
YES,Heavy Weighted Pressure Plate,heavy_weighted_pressure_plate,64 Stackable,-,646,64,TRUE
YES,Oak Pressure Plate,oak_pressure_plate,64 Stackable,-,647,64,TRUE
YES,Spruce Pressure Plate,spruce_pressure_plate,64 Stackable,-,648,64,TRUE
YES,Birch Pressure Plate,birch_pressure_plate,64 Stackable,-,649,64,TRUE
YES,Jungle Pressure Plate,jungle_pressure_plate,64 Stackable,-,650,64,TRUE
YES,Acacia Pressure Plate,acacia_pressure_plate,64 Stackable,-,651,64,TRUE
YES,Dark Oak Pressure Plate,dark_oak_pressure_plate,64 Stackable,-,652,64,TRUE
YES,Mangrove Pressure Plate,mangrove_pressure_plate,64 Stackable,-,653,64,TRUE
YES,Crimson Pressure Plate,crimson_pressure_plate,64 Stackable,-,654,64,TRUE
YES,Warped Pressure Plate,warped_pressure_plate,64 Stackable,-,655,64,TRUE
YES,Iron Door,iron_door,64 Stackable,-,656,64,TRUE
YES,Oak Door,oak_door,64 Stackable,-,657,64,TRUE
YES,Spruce Door,spruce_door,64 Stackable,-,658,64,TRUE
YES,Birch Door,birch_door,64 Stackable,-,659,64,TRUE
YES,Jungle Door,jungle_door,64 Stackable,-,660,64,TRUE
YES,Acacia Door,acacia_door,64 Stackable,-,661,64,TRUE
YES,Dark Oak Door,dark_oak_door,64 Stackable,-,662,64,TRUE
YES,Mangrove Door,mangrove_door,64 Stackable,-,663,64,TRUE
YES,Crimson Door,crimson_door,64 Stackable,-,664,64,TRUE
YES,Warped Door,warped_door,64 Stackable,-,665,64,TRUE
YES,Iron Trapdoor,iron_trapdoor,64 Stackable,-,666,64,TRUE
YES,Oak Trapdoor,oak_trapdoor,64 Stackable,-,667,64,TRUE
YES,Spruce Trapdoor,spruce_trapdoor,64 Stackable,-,668,64,TRUE
YES,Birch Trapdoor,birch_trapdoor,64 Stackable,-,669,64,TRUE
YES,Jungle Trapdoor,jungle_trapdoor,64 Stackable,-,670,64,TRUE
YES,Acacia Trapdoor,acacia_trapdoor,64 Stackable,-,671,64,TRUE
YES,Dark Oak Trapdoor,dark_oak_trapdoor,64 Stackable,-,672,64,TRUE
YES,Mangrove Trapdoor,mangrove_trapdoor,64 Stackable,-,673,64,TRUE
YES,Crimson Trapdoor,crimson_trapdoor,64 Stackable,-,674,64,TRUE
YES,Warped Trapdoor,warped_trapdoor,64 Stackable,-,675,64,TRUE
YES,Oak Fence Gate,oak_fence_gate,64 Stackable,-,676,64,TRUE
YES,Spruce Fence Gate,spruce_fence_gate,64 Stackable,-,677,64,TRUE
YES,Birch Fence Gate,birch_fence_gate,64 Stackable,-,678,64,TRUE
YES,Jungle Fence Gate,jungle_fence_gate,64 Stackable,-,679,64,TRUE
YES,Acacia Fence Gate,acacia_fence_gate,64 Stackable,-,680,64,TRUE
YES,Dark Oak Fence Gate,dark_oak_fence_gate,64 Stackable,-,681,64,TRUE
YES,Mangrove Fence Gate,mangrove_fence_gate,64 Stackable,-,682,64,TRUE
YES,Crimson Fence Gate,crimson_fence_gate,64 Stackable,-,683,64,TRUE
YES,Warped Fence Gate,warped_fence_gate,64 Stackable,-,684,64,TRUE
YES,Powered Rail,powered_rail,64 Stackable,-,685,64,TRUE
YES,Detector Rail,detector_rail,64 Stackable,-,686,64,TRUE
YES,Rail,rail,64 Stackable,-,687,64,TRUE
YES,Activator Rail,activator_rail,64 Stackable,-,688,64,TRUE
YES,Saddle,saddle,Unstackable,,689,1,TRUE
YES,Minecart,minecart,Unstackable,,690,1,TRUE
YES,Minecart with Chest,chest_minecart,Unstackable,,691,1,TRUE
YES,Minecart with Furnace,furnace_minecart,Unstackable,,692,1,TRUE
YES,Minecart with TNT,tnt_minecart,Unstackable,,693,1,TRUE
YES,Minecart with Hopper,hopper_minecart,Unstackable,,694,1,TRUE
YES,Carrot on a Stick,carrot_on_a_stick,Unstackable,,695,1,TRUE
YES,Warped Fungus on a Stick,warped_fungus_on_a_stick,Unstackable,,696,1,TRUE
YES,Elytra,elytra,Unstackable,,697,1,TRUE
YES,Oak Boat,oak_boat,Unstackable,,698,1,TRUE
YES,Oak Boat with Chest,oak_chest_boat,Unstackable,,699,1,TRUE
YES,Spruce Boat,spruce_boat,Unstackable,,700,1,TRUE
YES,Spruce Boat with Chest,spruce_chest_boat,Unstackable,,701,1,TRUE
YES,Birch Boat,birch_boat,Unstackable,,702,1,TRUE
YES,Birch Boat with Chest,birch_chest_boat,Unstackable,,703,1,TRUE
YES,Jungle Boat,jungle_boat,Unstackable,,704,1,TRUE
YES,Jungle Boat with Chest,jungle_chest_boat,Unstackable,,705,1,TRUE
YES,Acacia Boat,acacia_boat,Unstackable,,706,1,TRUE
YES,Acacia Boat with Chest,acacia_chest_boat,Unstackable,,707,1,TRUE
YES,Dark Oak Boat,dark_oak_boat,Unstackable,,708,1,TRUE
YES,Dark Oak Boat with Chest,dark_oak_chest_boat,Unstackable,,709,1,TRUE
YES,Mangrove Boat,mangrove_boat,Unstackable,,710,1,TRUE
YES,Mangrove Boat with Chest,mangrove_chest_boat,Unstackable,,711,1,TRUE
YES,Turtle Shell,turtle_helmet,Unstackable,,714,1,TRUE
YES,Scute,scute,64 Stackable,-,715,64,TRUE
YES,Flint and Steel,flint_and_steel,Unstackable,,716,1,TRUE
YES,Apple,apple,64 Stackable,-,717,64,TRUE
YES,Bow,bow,Unstackable,,718,1,TRUE
YES,Arrow,arrow,64 Stackable,-,719,64,TRUE
YES,Coal,coal,64 Stackable,-,720,64,TRUE
YES,Charcoal,charcoal,64 Stackable,-,721,64,TRUE
YES,Diamond,diamond,64 Stackable,-,722,64,TRUE
YES,Emerald,emerald,64 Stackable,-,723,64,TRUE
YES,Lapis Lazuli,lapis_lazuli,64 Stackable,-,724,64,TRUE
YES,Nether Quartz,quartz,64 Stackable,-,725,64,TRUE
YES,Amethyst Shard,amethyst_shard,64 Stackable,-,726,64,TRUE
YES,Raw Iron,raw_iron,64 Stackable,-,727,64,TRUE
YES,Iron Ingot,iron_ingot,64 Stackable,-,728,64,TRUE
YES,Raw Copper,raw_copper,64 Stackable,-,729,64,TRUE
YES,Copper Ingot,copper_ingot,64 Stackable,-,730,64,TRUE
YES,Raw Gold,raw_gold,64 Stackable,-,731,64,TRUE
YES,Gold Ingot,gold_ingot,64 Stackable,-,732,64,TRUE
YES,Netherite Ingot,netherite_ingot,64 Stackable,-,733,64,TRUE
YES,Netherite Scrap,netherite_scrap,64 Stackable,-,734,64,TRUE
YES,Wooden Sword,wooden_sword,Unstackable,,735,1,TRUE
YES,Wooden Shovel,wooden_shovel,Unstackable,,736,1,TRUE
YES,Wooden Pickaxe,wooden_pickaxe,Unstackable,,737,1,TRUE
YES,Wooden Axe,wooden_axe,Unstackable,,738,1,TRUE
YES,Wooden Hoe,wooden_hoe,Unstackable,,739,1,TRUE
YES,Stone Sword,stone_sword,Unstackable,,740,1,TRUE
YES,Stone Shovel,stone_shovel,Unstackable,,741,1,TRUE
YES,Stone Pickaxe,stone_pickaxe,Unstackable,,742,1,TRUE
YES,Stone Axe,stone_axe,Unstackable,,743,1,TRUE
YES,Stone Hoe,stone_hoe,Unstackable,,744,1,TRUE
YES,Golden Sword,golden_sword,Unstackable,,745,1,TRUE
YES,Golden Shovel,golden_shovel,Unstackable,,746,1,TRUE
YES,Golden Pickaxe,golden_pickaxe,Unstackable,,747,1,TRUE
YES,Golden Axe,golden_axe,Unstackable,,748,1,TRUE
YES,Golden Hoe,golden_hoe,Unstackable,,749,1,TRUE
YES,Iron Sword,iron_sword,Unstackable,,750,1,TRUE
